bidId,issueDate,title,invitationNum,bidDueDate,stageId,bidResponseFormat,bidTemplateType,bidTypeId,byInvitation,companyId,stageStr,bidResponseFormatStr,page_scrape,estimatedBid,County,url,CategoriesList
111225,2023-11-02 07:44:55.130,K-12 Computer Aided Dispatch (“CAD”),23-24-011,2024-01-04 14:00:00.000,3,3,4,4,False,52215,Bidding,Electronic and Paper,1,,San Bernardino,https://pbsystem.planetbids.com/portal/52215/bo/bo-detail/111225,"['339270 - Software Reproducing', '339570 - Software Publishers', '339772 - Educational Support Services']"
110975,2023-10-20 11:26:35.427,Water Meter Replacement Project - Phase III,IFB-CSD23-003,2023-12-14 15:00:00.000,3,1,2,1,False,39489,Bidding,Electronic,1,"$215,000.00",Riverside,https://pbsystem.planetbids.com/portal/39489/bo/bo-detail/110975,"['200186 - Water Supply, Groundwater, Sewage Treatment, And Related Equipment (Not For Air Conditioning, Steam Boiler, Or Laboratory Reagent Water) ', '200289 - Plumbing Maintenance And Repair (Includes Pressure Tapping Services, Pipe Freezes, Toilets, Etc.)', '200292 - Public Utilities: Water, Sewer And Gas Maintenance And Repair ', '200313 - Construction Services, General (Incl. Maintenance And Repair Services)', '200315 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '200332 - Plumbing ', '200404 - Equipment Maintenance And Repair Services For Agricultural, Construction, Heavy Industrial, Material Handling, And Road And Highway Equipment', '200406 - Equipment Maintenance And Repair Services For Laundry, Lawn, Painting, Plumbing, And Spraying Equipment', '200407 - Equipment Maintenance And Repair Services For General Equipment', '200493 - Utility Services, Electric, Gas, Water ', '200592 - Meter Reading Services ']"
111588,2023-11-09 17:15:49.100,Cost of Service Study Consultant,RFP 10090098-24-K,2023-12-11 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111588,"['15308 - Solid Wastes; Disposal Systems - Architectural Services ', '15417 - Communications And Media Related Services ', '15419 - Consulting Services', '15421 - Administrative Consulting ', '15434 - Communications: Public Relations Consulting ', '15435 - Community Development Consulting ', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15537 - Cost Estimating ', '15678 - Solid Or Liquid Waste Disposal (Including Management Services) (See 926-45 For Hazardous Waste Disposal)', '109931 - Landfill Services ', '121138 - Other Scientific and Technical Consulting Services', '152892 - Solid Waste Landfill', '152893 - Environmental Consulting Service']"
111641,2023-11-13 11:15:31.780,Finance Audit Consulting Services,FS-24-01,2023-12-11 23:59:00.000,3,1,1,4,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111641,"['8849 - Financial Transactions Processing', '15420 - Accounting/Auditing/Budget Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15493 - Auditing ']"
111537,2023-11-09 11:25:47.107,Slurry Seal Group 2326,K-24-2240-DBB-3,2023-12-12 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,"5,540,000.00",San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111537,"['15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15398 - Construction Services, Trade (New Construction)', '121101 - Highway, Street, and Bridge Construction', '121111 - Electrical Contractors and Other Wiring Installation Contractors', '121124 - Engineering Services', '121136 - Direct Property and Casualty Insurance Carriers']"
110266,2023-10-02 07:33:55.537,Inspector Project Monitor,RFP 10090067-24-K,2023-12-13 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/110266,"['15356 - Lead Abatement Services ', '15426 - Asbestos Consulting ', '15541 - Decontamination Services (Incl. Hazardous Material Decontamination) ', '15552 - Laboratory And Field Testing Services (Not Otherwise Classified) Incl. Hazardous Waste', '15567 - Testing and Monitoring Service']"
111237,2023-11-02 07:50:44.120,As-Needed Civil Engineering Services,"H2426363-M, H2426364-M & H2426365-M",2023-12-14 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111237,"['15425 - Analytical Studies And Surveys (Consulting) ', '15434 - Communications: Public Relations Consulting ', '15435 - Community Development Consulting ', '15444 - Engineering Consulting ', '15480 - Engineering Services, Professional', '15537 - Cost Estimating ', '121124 - Engineering Services', '121140 - Public Relations Agencies']"
111847,2023-11-17 12:17:21.847,Landfill Scale House Ticketing System REBID,RFP 10090012-24-K,2023-12-18 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111847,"['15111 - Computers, Hardware, Software', '15234 - Scales And Weighing Apparatus (See 175-08 For Laboratory Balances) ', '15316 - Communications Systems; Tv; Microwave; Telephone; Computer ', '15478 - Data Processing, Computer, Programming, And Software Services', '15512 - Fleet Management Services ', '15661 - Public Works And Related Services', '15678 - Solid Or Liquid Waste Disposal (Including Management Services) (See 926-45 For Hazardous Waste Disposal)', '109931 - Landfill Services ']"
111330,2023-12-01 17:04:16.833,Laundry Trailers for Homeless Shelters,10090093-24-V,2023-12-18 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111330,"['653 - Rental Or Lease Services Of Clothing, Janitorial, Laundry, Lawn, Painting, Spraying, Laboratory And Textile Equipment', '15624 - Moving: House, Portable Building, Etc. ', '121139 - Other Commercial and Industrial Equip Rental']"
111688,2023-11-14 11:13:26.197,High Cost of Affordable Housing Study,RED-24-06,2023-12-19 14:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111688,"['15419 - Consulting Services', '15446 - Feasibility Studies (Consulting) ', '15451 - Governmental Consulting ', '15453 - Housing Consulting ', '15470 - Real Estate/Land Consulting (Including Land Survey Consulting)', '15472 - Urban Planning Consulting ']"
111967,2023-11-22 10:32:53.467,Elevator and Escalator Mainteance for Various City Locations,10090103-24-O,2023-12-19 15:00:00.000,3,1,1,1,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111967,"['15133 - Elevators, Escalators, And Moving Walks (Building Type)', '15338 - Elevator Installation, Maintenance And Repair ']"
111176,2023-10-27 15:43:12.840,"As-Needed Installation, Repair, and Rental of Fences, Gates, Nets and Barriers",10089851-24-G,2023-12-20 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111176,"['662 - Fence Installation, Maintenance And Repair ', '15140 - Fencing ', '15327 - Building Maintenance, Installation And Repair Services ', '15332 - Carpentry Maintenance And Repair Services', '15359 - Metal Work Maintenance And Repair (Incl. Metal Refinishing Services) ', '15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15486 - Equipment Maintenance And Repair Services For General Equipment']"
112023,2023-11-27 13:28:46.550,Human Resources Information System,HR-24-05,2024-01-03 14:00:00.000,3,1,1,4,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112023,"['8849 - Financial Transactions Processing', '15437 - Computer Software Consulting ', '15455 - Human Resources Consulting', '15467 - Personnel/Employment Consulting (Human Resources)', '15478 - Data Processing, Computer, Programming, And Software Services', '15492 - Financial Services ', '121137 - Payroll Services']"
112394,2023-12-08 14:40:53.877,Activated Carbon Filter Media and Services for Otay Water Treatment Plant (OWTP),10090118-24-H,2024-01-03 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112394,[]
111614,2023-12-04 12:29:33.230,Montezuma/Mid-City Pipeline Phase 2 and 70th Alvarado to Saranac Sidewalk,K-24-1821-DBB-3-D-C,2024-01-04 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111614,[]
111884,2023-11-21 08:43:19.120,Alvarado 2nd Extension Pipeline,K-24-2005-DBB-3-C,2024-01-08 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111884,[]
112081,2023-11-28 17:05:38.953,"Property Assessment District Administration for Annual Report Updates, Assessment Calculation, and Reporting for the City of San Diego",10090107-24-S,2024-01-09 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112081,[]
111677,2023-11-14 10:09:16.143,Design of Kensington North Storm Drain Replacement,H2326239,2024-01-09 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111677,[]
112005,2023-11-30 12:02:50.970,Urban Village Idea Lab HVAC Replacement,L-24-2257-DBB-2,2024-01-10 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112005,[]
112363,2023-12-08 09:21:43.160,Slurry Seal Group 2423,K-24-2244-DBB-3,2024-01-11 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112363,[]
111819,2023-11-16 16:03:19.293,Design of Lake Hodges Dam Replacement,H2426386-M,2024-01-18 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111819,[]
112048,2023-11-28 11:22:44.923,La Jolla Farms Outfall Repair,K-24-2232-DBB-2,2024-01-25 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112048,"['15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15398 - Construction Services, Trade (New Construction)', '121101 - Highway, Street, and Bridge Construction', '121120 - Site Preparation Contractors', '121121 - All Other Specialty Trade Contractors', '121124 - Engineering Services', '121130 - Landscaping Services', '121136 - Direct Property and Casualty Insurance Carriers', '121138 - Other Scientific and Technical Consulting Services', '140464 - Water and Sewer Line and Related Structures Construction']"
112002,2023-11-29 12:04:50.150,Southcrest Green Infrastructure,K-24-1973-DBB-3,2024-01-30 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112002,[]
112361,2023-12-08 09:21:18.860,San Ysidro Activity Center Improvements,K-24-2246-DBB-3,2024-02-01 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112361,[]
61440,2019-04-11 14:42:12.620,Request For Statement of Qualifications (RFSQ) for Bond and Outside Disclosure Counsel,10089554-19-R,2024-05-02 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/61440,"['15553 - Legal Services, Attorneys ']"
79912,2021-02-02 11:24:56.943,"""Continuous"" Special Financing District Consultant and/or Financial and Economic Consultant",10089743-21-W,2026-02-28 14:00:00.000,3,3,1,16,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/79912,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']"
80690,2021-03-01 09:34:11.147,"(""Continuous"") Establish a Qualified Pool of Underwriters and Commercial Paper Dealers",10089751-21-W,2026-03-31 14:00:00.000,3,3,1,16,False,17950,Bidding,Electronic and Paper,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/80690,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']"
81268,2021-03-18 08:16:15.650,"(""Continuous"") Establish a Qualified Pool of Municipal Advisors",10089754-21-W,2026-04-17 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/81268,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']"
82894,2021-05-05 09:09:48.360,"(""Continuous"") Establish a Qualified Pool of Bank Credit and Loan Facility Services",10089764-21-W,2026-05-31 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/82894,"['8847 - Commercial Banking', '8848 - Investment Banking and Securities Dealings', '8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ']"
99003,2022-10-17 15:34:33.880,Property Acquisition Submittal,RED-RFQ-23-18,2032-10-01 15:00:00.000,3,1,4,1,False,17950,Bidding,Electronic,1,,San Diego,https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/99003,['15562 - Real Estate Services']
109896,2023-11-17 17:40:11.650,Lancaster Auto Mall Dealership Signs Project,PWCP 23-017,2023-12-12 11:00:00.000,3,1,2,1,False,42566,Bidding,Electronic,1,"$ 875,000.00 - 1,315,000.00",Los Angeles,https://pbsystem.planetbids.com/portal/42566/bo/bo-detail/109896,"['262942 - Architectural Services', '262943 - Landscape Architectural Services', '262944 - Engineering Services', '262946 - Building Inspection Services', '262948 - Surveying and Mapping (except Geophysical) Services', '262949 - Testing Laboratories', '262956 - Other Electric Power Generation', '262957 - Electric Bulk Power Transmission and Control', '262958 - Electric Power Distribution', '262960 - Water Supply and Irrigation Systems', '262969 - Other Heavy and Civil Engineering Construction', '262970 - Poured Concrete Foundation and Structure Contractors', '262971 - Structural Steel and Precast Concrete Contractors', '262977 - Other Foundation, Structure, and Building Exterior Contractors', '262978 - Electrical Contractors and Other Wiring Installation Contractors', '262987 - Site Preparation Contractors', '262988 - All Other Specialty Trade Contractors']"
111832,2023-11-16 18:31:49.643,Illegal Dumping Clean-Up and Vegetation Removal Services,ITB NO. 812-24,2023-12-20 14:00:00.000,3,1,1,1,False,42566,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/42566/bo/bo-detail/111832,"['262969 - Other Heavy and Civil Engineering Construction', '262987 - Site Preparation Contractors', '262988 - All Other Specialty Trade Contractors']"
111771,2023-12-04 06:30:49.490,"RFQ & P 810-24 - Fats, Oils, and Grease (""FOG"") Program Support and Inspection Services",RFQ & P 810-24,2024-01-03 11:00:00.000,3,1,4,4,False,42566,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/42566/bo/bo-detail/111771,['262951 - Other Scientific and Technical Consulting Services']
111416,2023-11-07 12:55:02.800,Mountain Gate Park Ballfield Plaza Shade Installation and Shade Installation at Park Playgrounds Projects,NIB 24-032CA,2023-12-12 14:00:00.000,3,1,2,1,False,39497,Bidding,Electronic,1,"$275,000 - $300,000",Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/111416,"['212709 - Structures, Shade, Fabric Covered (Patio Areas, Play Areas, etc.)', '214828 - Tarpaulins, Large Scale Projects, Includes Installation', '216607 - Playground Equipment (Not Otherwise Classified) (See 420-04 for Bleachers) ', '218499 - Building Construction, Non-Residential (Office Bldg., etc.) ', '219252 - Park, Playground, and Swimming Pool Equipment Maintenance and Repair ', '220053 - Installation and Removal Services (Not Otherwise Classified)', '220546 - Park Area Construction/Renovation ', '220550 - Playground Equipment Maintenance and Repair (Including Installation and Removal)']"
111736,2023-11-16 13:59:40.877,Request for Qualifications VHF Radio Network and Microwave System Replacement Project,RFQ 24-033CA,2023-12-19 14:00:00.000,3,1,1,16,False,39497,Bidding,Electronic,1,"$1,800,000.00",Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/111736,"['213707 - Communications/Telecommunications Cable and Wire', '213823 - Microwave Equipment and Accessories: Band Pass Filters, Coaxial Attenuators, Couplers, Switchers, Tellurometers, Tuners, Wave Guides, (Not Communication Type)', '217180 - Telecommunication Parts and Accessories (Not Otherwise Classified)  (EFFECTIVE 3-1-07 THIS CLASS-ITEM INACTIVATED FOR NEW USE, REFER TO 838-85))', '217181 - Telecommunication Equipment (Via Satellite) for Police and Emergency Vehicle (Including Radio/Terminal Display)   (EFFECTIVE 3-1-07 THIS CLASS-ITEM INACTIVATED FOR NEW USE, REFER TO 838-81)', '217216 - Towers: Broadcasting, Microwave, Transmitting, etc.', '217956 - Cable, Fiber Optic w/Interconnecting Components and Accessories (See Class 280 for Other Communications Cable', '217958 - Communications: Networking, Linking, Fiber Modems, Power Over Ethernet, Wireless', '217966 - Telecommunication Equipment (Via Satellite) for Emergency Vehicles (Including Radio Terminal Display)', '217968 - Telecommunication Parts and Accessories (Not Otherwise Classified)', '218473 - Communications Systems; TV; Microwave; Telephone; Computer ', '218696 - Construction, Communication Equipment (Includes Antenna Towers) ', '218741 - Communication Systems, Including Infrastructure', '218813 - Telecommunication Services (Not Otherwise Classified) ', '219330 - Towers, Radio/Radar, etc., Maintenance and Repair (Including Painting) ', '219381 - Radio/Telecommunications/Telephone Equipment (Including 911 Systems and Facsimile Transceivers) Maintenance and Repair', '220686 - Communication Equipment (Including Radio, Television, Telephone, VCR, Video/Audio Equipment, etc.), Sale of Surplus and Obsolete Items']"
111831,2023-11-16 17:26:13.700,City of Corona Security Guard Services,RFP 24-037SB,2023-12-27 10:00:00.000,3,1,4,4,False,39497,Bidding,Electronic,1,"$125,000",Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/111831,"['219830 - Border Security Management and Operation Services', '220586 - Guard and Security Services ', '220599 - Security Services, Hazardous Waste Site']"
111993,2023-11-29 13:22:23.753,Corona Green Alleys Project,NIB 24-040CA,2023-12-28 14:00:00.000,3,1,2,1,False,39497,Bidding,Electronic,1,"$3,100,000.00 to $4,100,000.00",Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/111993,"['213361 - Irrigation Pipe, Metal ', '213773 - Lighting, Solar Powered ', '215662 - Traffic Control Devices, Non-Electric (Including Rumble Strips, etc.) ', '215663 - Traffic Controls and Equipment, Electric Systems ', '216820 - Irrigation Systems, Supplies, Parts, and Accessories ', '217662 - Signs, Traffic, Solar Powered, LED, Flashing, Programmable', '218633 - C.I.P., Landscaping', '218669 - Construction, Irrigation System ', '218709 - Construction, Street (Major and Residential)(Includes Reconstruction) ', '218730 - Maintenance and Repair, Street (Major and Residential) ', '218736 - Paving/Resurfacing, Alley and Parking Lot ', '218737 - Paving/Resurfacing, Highway and Road ', '218738 - Paving/Resurfacing, Street (Major and Residential) ', '218744 - Electrical ', '219258 - Irrigation Systems Maintenance and Repair ', '220284 - Traffic Control Services (To Include Placement and Removal of Control Devices) ', '220542 - Landscaping (Including Design, Fertilizing, Planting, etc., But Not Grounds Maintenance or Tree Trimming Services) ']"
112029,2023-11-27 16:56:03.690,Stagecoach and Smith & Rincon Lift Station Coating Project,NIB 24-030AT,2024-01-04 14:00:00.000,3,1,2,1,False,39497,Bidding,Electronic,1,150000,Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/112029,"['212116 - Sewer/Catch Basin Cleaning Body and Equipment ', '213605 - Resins (For Repair and Restoration): Acrylic, Epoxy, etc. ', '213962 - Coatings, Protective (For Metal) ', '216394 - Paint, Miscellaneous: Blockout, Bronzing Liquid, Environmentally Safe, Epoxy, Fluorescent, License Plate, Oil Paste, Reflective, Tint Base, Tree Pruning, USDA Approved, etc.', '216438 - Paint, Miscellaneous: Blockout, Bronzing Liquid, Environmentally Safe, Epoxy, Fluorescent, License Plate, Oil Paste, Reflective, Tint Base, Tree Pruning, USDA Approved, etc., Environmentally Certified Products', '218304 - Sewer Lift Stations and Parts ', '218313 - Waste Water Reclamation Systems And Parts ', '218714 - Construction and Upgrades, Wastewater Treatment Plant ', '219115 - Waste Water Treatment Engineering ', '219224 - Painting Services, Road and Heavy Industrial Equipment ', '219330 - Towers, Radio/Radar, etc., Maintenance and Repair (Including Painting) ']"
112321,2023-12-06 16:57:12.667,City of Corona Real Estate Advisory Services,RFP 24-036SB,2024-01-09 10:00:00.000,3,1,4,4,False,39497,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/112321,[]
111743,2023-11-16 10:28:31.573,Corona Senior Center - Building & Infrastructure Improvements,NIB 24-034CA,2024-01-16 14:00:00.000,3,1,2,1,False,39497,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/111743,[]
83507,2021-05-20 16:51:32.650,"Request for Prequalification of Contractors for Water, Sewer & Water Reclamation Projects",RFQ 21-078CA,2026-02-26 17:00:00.000,3,2,4,16,False,39497,Bidding,Paper,1,,Riverside,https://pbsystem.planetbids.com/portal/39497/bo/bo-detail/83507,"['218664 - Construction, Energy Related (All Types)', '218703 - Construction, Pipeline ', '218706 - Construction, Sewer and Storm Drain ', '218711 - Construction, Utility/Underground Projects ', '218714 - Construction and Upgrades, Wastewater Treatment Plant ', '218715 - Construction, Water System/Plants, Main and Service Line']"
111438,2023-12-04 15:20:22.587,Construction of Gregory Well And Le Doux Well,24-350-23,2024-01-16 14:00:00.000,3,1,2,1,False,39493,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/39493/bo/bo-detail/111438,"['223537 - Fencing ', '223603 - Park, Playground, Recreational Area And Swimming Pool Equipment And Supplies', '223943 - Laboratory And Field Testing Services (Not Otherwise Classified) Incl. Hazardous Waste', '224046 - Well Services (Including Oil, Gas, And Water): Drilling, Plugging, Consulting, Maintenance, Repair, Etc. ', '224081 - Tree And Shrub Removal Services ', '224102 - Fence Installation, Maintenance And Repair ', '224111 - Landscaping (Including Design, Fertilizing, Planting, Etc., But Not Grounds Maintenance Or Tree Trimming Services) ', '224131 - Demolition Services, Construction services']"
111842,2023-12-05 14:23:58.780,Burton Way Resurfacing Project,RFB 24-350-25,2024-01-19 14:00:00.000,3,1,2,1,False,39493,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/39493/bo/bo-detail/111842,"['223626 - Road And Highway Asphalt And Concrete Handling And Processing Equipment', '223784 - Construction Services, General (Incl. Maintenance And Repair Services)', '223786 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '223787 - Construction, Street (Major And Residential)(Includes Reconstruction) ', '223790 - Paving/Resurfacing, Street (Major And Residential) ', '224064 - Pavement Marking Services (Including Removal Of Markings) ']"
111078,2023-11-06 13:34:07.737,OMUC Contract No. UT 1016 Archibald Sewer Diversion Project,1714,2023-12-14 10:00:00.000,3,1,2,1,False,11434,Bidding,Electronic,1,,San Bernardino,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/111078,"['122877 - Public Utilities: Water, Sewer And Gas Maintenance And Repair ', '122886 - Construction Services, General (Incl. Maintenance And Repair Services)', '122896 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '122900 - Construction, Pipeline ', '122901 - Construction, Sewer And Storm Drain', '122909 - Maintenance And Repair, Sewer And Storm Drain (Including Removal) ', '122915 - Paving/Resurfacing, Street (Major And Residential) ']"
111437,2023-11-20 18:02:43.217,Custom Apparel for Recreation & Community Services,1719,2023-12-15 13:00:00.000,3,1,4,4,False,11434,Bidding,Electronic,1,,San Bernardino,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/111437,"['122756 - Sport Shirts, T-Shirts, etc. ', '123251 - Sewing, Embroidery, Embossing, And Alteration Services ', '126795 - Clothing: Athletic, Casual, Dress, Uniform, Weather And Work Related', '126802 - Work Clothes ']"
111956,2023-11-29 17:19:28.123,Scrap Tire Recycling Services,1726,2023-12-15 14:00:00.000,3,1,1,4,False,11434,Bidding,Electronic,1,"$50,000",San Bernardino,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/111956,"['122775 - Tires And Tubes (Incl. Recapped/Retreaded Tires)', '123017 - Recycling Services ', '123254 - Tire Shredding Services ', '127572 - Tire And Tube Repair Items And Vulcanizers ']"
110895,2023-11-28 16:06:27.400,2024 Spring Pavement Rehabilitation Project,1707,2023-12-19 11:00:00.000,3,1,2,1,False,11434,Bidding,Electronic,1,"$2,050,000",San Bernardino,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/110895,"['122895 - Striping Streets, Parking Facilities, Lane Divisions, Etc. (Paint) ', '122901 - Construction, Sewer And Storm Drain', '122903 - Construction, Street (Major And Residential)(Includes Reconstruction) ', '122911 - Maintenance And Repair, Street (Major And Residential) ', '122914 - Paving/Resurfacing, Highway And Road', '122915 - Paving/Resurfacing, Street (Major And Residential) ']"
111081,2023-12-04 13:51:34.983,Purchase and Delivery of Fire Safety Trailer,1725,2023-12-20 13:00:00.000,3,1,4,4,False,11434,Bidding,Electronic,1,,San Bernardino,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/111081,"['123359 - Automobiles And Other Passenger Vehicles (Including Emergency Type) Rental Or Lease ', '127567 - Automotive And Trailer Equipment And Parts', '127574 - Automotive And Trailer Bodies, Body Accessories, And Parts', '127591 - Trucks, Fire Protection And Crash Rescue  (Effective 1-1-06 This Item Has Been Inactivated, Refer To Class 071, 072 And 073)', '127593 - Trailers, Custom: Personnel, Food Service, Equipment, Refrigerated, Etc (Effective 1-1-06 This Item Has Been Inactivated, Refer To Class 071, 072 And 073).', '127750 - Fire Protection Equipment And Supplies ']"
111873,2023-12-04 18:11:02.603,Automotive Glass Repair and Services,1727,2023-12-20 14:00:00.000,3,1,1,4,False,11434,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/111873,[]
110205,2023-09-29 09:07:53.250,City of Ontario - Community Improvement Vehicle Abatement Program,1699,2024-01-05 17:00:00.000,3,1,1,2,False,11434,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/11434/bo/bo-detail/110205,[]
112265,2023-12-05 15:12:37.977,Imperva Renewal,24-044,2023-12-15 11:00:00.000,3,1,16,8,False,29905,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/29905/bo/bo-detail/112265,"['24635 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers', '24708 - Computer and Software Stores', '24946 - Other Computer Related Services']"
111986,2023-11-22 16:36:29.817,RFP 24-042 Hydrogen Fuel Cell Consultant Services for Arcadia/Irwindale Facility,24-042,2023-12-20 14:00:00.000,3,1,1,4,False,29905,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/29905/bo/bo-detail/111986,"['22956 - Fossil Fuel Electric Power Generation', '24947 - Administrative Management and General Management Consulting Services', '24951 - Other Management Consulting Services', '24952 - Environmental Consulting Services', '24953 - Other Scientific and Technical Consulting Services']"
111066,2023-10-25 17:03:33.503,JRWSS LTM Slope Repair at Calle Vista Torito,12400537,2023-12-20 17:00:00.000,3,1,1,4,False,19768,Bidding,Electronic,1,,Orange,https://pbsystem.planetbids.com/portal/19768/bo/bo-detail/111066,['149176 - Engineering - Civil']
112342,2023-12-07 10:58:59.780,BENEFITS MANAGEMENT SYSTEM,#10-24,2024-01-11 13:00:00.000,3,2,4,4,False,33081,Bidding,Paper,1,,Orange,https://pbsystem.planetbids.com/portal/33081/bo/bo-detail/112342,['160670 - Software Publishers']
