bidId,issueDate,title,invitationNum,bidDueDate,stageId,bidResponseFormat,bidTemplateType,bidTypeId,byInvitation,companyId,stageStr,bidResponseFormatStr,page_scrape,estimatedBid,County,url,CategoriesList
111992,2023-11-22 17:30:25.270,RESPONDENT OUTREACH FOR IND BRANDING PROJECT - THIS IS NOT A SOLICITATION,IND REBRANDING,2023-12-30 20:29:00.000,3,1,1,2,False,32621,Bidding,Electronic,1,,Marion,https://pbsystem.planetbids.com/portal/32621/bo/bo-detail/111992,"['98076 - Marketing Consulting Services', '98081 - Advertising Agencies', '98082 - Public Relations Agencies', '129358 - Graphic Design Services', '234603 - Marketing Research and Public Opinion Polling', '381235 - Brand Development']"
97251,2023-11-26 20:22:18.930,Air Cargo Consulting Study,24-001,2024-01-05 11:00:00.000,3,1,1,4,False,32621,Bidding,Electronic,1,,Marion,https://pbsystem.planetbids.com/portal/32621/bo/bo-detail/97251,"['39976 - All Other Support Activities for Transportation', '39977 - Couriers and Express Delivery Services', '98074 - Administrative Management and General Management Consulting Services', '98077 - Process, Physical Distribution, and Logistics Consulting Services', '98078 - Other Management Consulting Services']"
112143,2023-11-30 14:48:01.127,Request for Qualifications: Professional Design and Construction Administration Services,I-24-024,2024-01-17 15:00:00.000,3,1,1,16,False,32621,Bidding,Electronic,1,,Marion,https://pbsystem.planetbids.com/portal/32621/bo/bo-detail/112143,"['98123 - ALL CATEGORIES - SELECT TO RECEIVE ALL NOTIFICATIONS', '129350 - Engineering Services', '129351 - Drafting Services', '129352 - Building Inspection Services', '193213 - Architectural (except landscape) design services']"
111233,2023-10-31 08:53:57.220,RFP Distributed Antenna System (DAS) Acquisition and Operations Services,23-031,2024-02-02 10:00:00.000,3,3,4,4,False,32621,Bidding,Electronic and Paper,1,,Marion,https://pbsystem.planetbids.com/portal/32621/bo/bo-detail/111233,"['39989 - Wireless Telecommunications Carriers (except Satellite)', '129027 - Telephone Apparatus Manufacturing', '129028 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing', '364692 - Telecommunication Services']"
111877,2023-11-22 08:14:02.390,Aluminum Sign Blanks,10006603,2023-12-12 13:30:00.000,3,1,4,1,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/111877,"['47133 - Signs, Sign Materials, Sign Making Equipment, And Related Supplies ']"
111435,2023-11-09 01:35:46.777,Collins Park Stream Restoration,10006545,2023-12-12 13:30:00.000,3,1,4,4,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/111435,['47294 - Environmental Consulting ']
111157,2023-10-27 07:09:03.167,Snow Plow Operators with Vehicles for Snow & Ice Control (Additional),10006500,2023-12-12 13:30:00.000,3,3,4,1,False,22576,Bidding,Electronic and Paper,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/111157,"['121824 - Snow Plows and Accessory Rental or Lease', '121827 - Snow and Ice Removal Services']"
112041,2023-12-01 13:14:12.320,2024 District 3&4 Residential Reconstruction,10006601,2023-12-19 13:21:00.000,3,1,2,1,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112041,"['45799 - Asphalt and Concrete Recycling Equipment', '47122 - Road And Highway Building Materials (Asphaltic) ', '47123 - Road And Highway Building Materials (Not Asphaltic) ', '47124 - Road And Highway Asphalt And Concrete Handling And Processing Equipment', '47125 - Road And Highway Equipment: Earth Handling, Grading, Moving, Packing, Etc. ', '47225 - Masonry, Concrete, And Stucco Maintenance, Finishing, And Repair (Includes Inside Concrete Sawing And Grouting Work)', '47233 - Public Utilities: Water, Sewer And Gas Maintenance And Repair ', '47250 - Construction Services, General (Incl. Maintenance And Repair Services)', '47253 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '47254 - Construction, Street (Major And Residential)(Includes Reconstruction)', '47255 - Maintenance And Repair, Sidewalk And Driveway (Including Removal) ', '47256 - Paving/Resurfacing, Alley And Parking Lot ', '47257 - Paving/Resurfacing, Street (Major And Residential) ', '47258 - Construction Services, Trade (New Construction)', '47260 - Concrete', '47384 - Utility Services, Electric, Gas, Water ', '47425 - Public Works And Related Services ', '47436 - Pavement Marking Services (Including Removal Of Markings) ', '47437 - Relocation And/Or Removal Services For Utility Works ']"
112034,2023-12-01 08:01:03.137,Penn Road Structure Replacement and 2022 Culvert Rehabilitation,10006602,2023-12-19 13:30:00.000,3,1,2,1,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112034,"['47122 - Road And Highway Building Materials (Asphaltic) ', '47233 - Public Utilities: Water, Sewer And Gas Maintenance And Repair ', '47250 - Construction Services, General (Incl. Maintenance And Repair Services)', '47253 - Construction Services, Heavy  (Incl. Maintenance And Repair Services)', '47256 - Paving/Resurfacing, Alley And Parking Lot ', '47260 - Concrete', '47425 - Public Works And Related Services ']"
112124,2023-11-30 19:20:50.200,Janitorial Supplies for City of Toledo Facilities,10006588,2023-12-19 13:30:00.000,3,1,4,1,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112124,"['47076 - Janitorial Supplies, General Line ', '47077 - JANITORIAL SUPPLIES, GENERAL LINE, ENVIRONMENTALLY CERTIFIED BY AN AGENCY ACCEPTED CERTIFICATION ENTITY']"
112340,2023-12-08 11:39:58.540,130 Tons (More or Less) of Sodium Hexametaphosphate,10006628,2023-12-27 13:30:00.000,3,1,4,1,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112340,"['47020 - Chemicals And Solvents, Commercial (In Bulk) ', '47152 - Water And Wastewater Treating Chemicals ', '47243 - Water Purification/Softening Services ']"
112338,2023-12-08 11:27:24.953,Dockless Shared Micro-Mobility Service,10006625,2023-12-27 13:30:00.000,3,1,4,4,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112338,"['47001 - Automotive Vehicles And Related Transportation Equipment (Including Trailers) ', '47045 - Electrical Equipment And Supplies (Except Cable And Wire) ', '47413 - Vehicle Transporting Services ']"
111779,2023-11-17 05:10:55.467,City of Toledo Gender Equity Analysis  Re-BId,10006507,2024-01-02 13:30:00.000,3,1,4,4,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/111779,"['47167 - Historical Preservation ', '47285 - Community Development Consulting ', '47289 - Economy Consulting ', '47290 - Education And Training Consulting ', '47295 - Feasibility Studies (Consulting) ', '47299 - Governmental Consulting ', '47303 - Human Resources Consulting', '47314 - Organizational Development Consulting ', '47315 - Personnel/Employment Consulting (Human Resources)']"
112352,2023-12-08 12:29:10.850,Safety Forces Promotion Testing Services,10006641,2024-01-09 13:30:00.000,3,1,4,4,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112352,['47194 - Testing Services ']
112353,2023-12-08 12:01:05.913,Safety Forces Recruitment Testing Services,10006642,2024-01-09 13:30:00.000,3,1,4,4,False,22576,Bidding,Electronic,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112353,['47194 - Testing Services ']
112172,2023-12-01 10:19:02.783,2024 Lawn Maintenance Program,10006624,2024-01-16 13:30:00.000,3,3,4,1,False,22576,Bidding,Electronic and Paper,1,,Lucas,https://pbsystem.planetbids.com/portal/22576/bo/bo-detail/112172,"['47084 - Lawn Maintenance Equipment And Accessories ', '47467 - Grounds Maintenance: Mowing, Edging, Plant (Not Tree) Trimming, Etc. ', '47477 - Weed And Vegetation Control (Including Aquatic Weed Control)']"
111998,2023-11-27 09:18:20.520,Notice of Intent to Award Sole Source,803917,2023-12-26 15:00:00.000,3,1,1,2,False,39494,Bidding,Electronic,1,,Travis,https://pbsystem.planetbids.com/portal/39494/bo/bo-detail/111998,['203935 - Environmental Consulting Services']
112001,2023-11-27 15:01:01.977,Forklift Maintenance and Repair,803435,2023-12-27 15:00:00.000,3,1,2,1,False,39494,Bidding,Electronic,1,,Travis,https://pbsystem.planetbids.com/portal/39494/bo/bo-detail/112001,"['203623 - Other Engine Equipment Manufacturing', '203645 - Motor and Generator Manufacturing', '203703 - Industrial Machinery and Equipment Merchant Wholesalers', '204099 - Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Main']"
111129,2023-11-21 12:58:30.607,Rail Operations Consulting and Technical Support Services,803815,2023-12-27 15:00:00.000,3,1,1,4,False,39494,Bidding,Electronic,1,,Travis,https://pbsystem.planetbids.com/portal/39494/bo/bo-detail/111129,"['203555 - Other Heavy and Civil Engineering Construction', '203800 - Support Activities for Rail Transportation', '203930 - Administrative Management and General Management Consulting Services', '203933 - Process, Physical Distribution, and Logistics Consulting Services']"
111933,2023-11-27 14:19:26.737,Hydraulic Equipment Maintenance & Repair,23223,2023-12-15 10:00:00.000,3,3,1,1,False,53284,Bidding,Electronic and Paper,1,,Dallas,https://pbsystem.planetbids.com/portal/53284/bo/bo-detail/111933,"['344828 - Power Transmission Equipment (Electrical, Mechanical, Air And Hydraulic)']"
111623,2023-11-10 15:35:23.887,Professional Landscape Architectural/Engineering Services for Prairie Park,24026,2023-12-18 14:00:00.000,3,3,4,16,False,53284,Bidding,Electronic and Paper,1,,Dallas,https://pbsystem.planetbids.com/portal/53284/bo/bo-detail/111623,"['344904 - Landscape Architecture ', '344924 - Architectural And Engineering Services, Non-Professional ', '345085 - Engineering Services, Professional ']"
111867,2023-11-17 14:15:52.817,Pre-Solicitation Review Opportunity for Preliminary Engineering Services On Call and Planning and Additional Enviromental Services on Call Solicitations,,2023-12-14 18:05:00.000,3,1,1,2,False,50907,Bidding,Electronic,1,,Travis,https://pbsystem.planetbids.com/portal/50907/bo/bo-detail/111867,"['326178 - Engineering Services', '326187 - Other Specialized Design Services', '326197 - Environmental Consulting Services', '326425 - Administration of Air and Water Resource and Solid Waste Management Programs', '326428 - Administration of Urban Planning and Community and Rural Development']"
111477,2023-11-06 07:51:29.557,Fort Myers Police Department (FMPD) Proposed Headquarters (HQ) Property Demolition,ITB #0005-24,2023-12-11 14:00:00.000,3,1,1,1,False,31333,Bidding,Electronic,1,,Lee,https://pbsystem.planetbids.com/portal/31333/bo/bo-detail/111477,"['256142 - Pneumatic Machines: Demolition Tools, Paving Breakers, Rock Cutters, Tampers, etc. (See 765-80 for Non-Pneumatic Tampers)', '257224 - Building Construction, Industrial (Warehouse, etc.)', '257225 - Building Construction, Non-Residential (Office Bldg., etc.)', '257227 - Building Construction, Commercial and Institutional', '257233 - Building Construction (Not Otherwise Classified)', '257251 - Site Clean-up, Post-Construction', '257340 - C.I.P., Construction/Rehabilitation, Other than Buildings', '257341 - C.I.P., Construction/Rehabilitation, Buildings', '257345 - C.I.P., Demolition Contingency', '257346 - C.I.P., Demolition Contract', '257364 - C.I.P., Pre-Construction Services', '257392 - Construction, General (Backfill Services, Digging, Ditching, Road Grading, Rock Stabilization, etc.)', '257403 - Demolition Services', '257488 - Trade Services, Construction (Not Otherwise Classified)', '257803 - General Construction: Management, Scheduling, Cost Estimation - Engineering', '258563 - Construction Management Services']"
111702,2023-11-14 17:37:45.247,Pipe Lining Services,0006-24,2023-12-14 14:00:00.000,3,1,1,1,False,31333,Bidding,Electronic,1,,Lee,https://pbsystem.planetbids.com/portal/31333/bo/bo-detail/111702,"['257452 - Maintenance and Repair, Pipe Culvert', '257453 - Maintenance and Repair, Pipeline (Includes Removal and Relocation)', '257990 - Pipe and Pipe Fittings Maintenance and Repair', '258031 - Pipeline Equipment Maintenance and Repair', '258150 - Pipeline Pressure Flushing Services', '258592 - Pipeline Management Services', '258732 - Water and Petroleum Pipeline Services']"
111120,2023-10-31 19:57:32.317,"MARSH AVENUE SIDEWALK DESIGN SERVICES REBID (MICHIGAN TO SR 80), (FDOT LAP #441900-1-38-01)",RFQ 0003-24,2023-12-15 14:00:00.000,3,1,4,16,False,31333,Bidding,Electronic,1,,Lee,https://pbsystem.planetbids.com/portal/31333/bo/bo-detail/111120,"['257653 - Engineering Consulting', '257742 - System Implementation and Engineering Services', '257774 - Agricultural Engineering', '257776 - Airports (Lighting, Fueling, Navaids) - Engineering', '257778 - Bridge Engineering', '257780 - Civil Engineering', '257781 - Concrete Engineering', '257787 - Drainage Engineering', '257794 - Environmental Engineering', '257795 - Engineering Services (Not Otherwise Classified)', '257796 - Facilities Design Services, Engineering', '257797 - Field Engineering', '257818 - Mechanical Engineering', '257821 - Municipal Engineering', '257834 - Structural Engineering', '257837 - Value Engineering and Value Analysis Services, Professional', '257838 - Traffic and Transportation Engineering', '257840 - Utilities (Gas, Steam, Electric)/Engineering']"
112082,2023-11-28 20:15:34.173,Micro-Mobility Services Agreement,RFP #0002-24,2024-01-09 14:00:00.000,3,1,1,4,False,31333,Bidding,Electronic,1,,Lee,https://pbsystem.planetbids.com/portal/31333/bo/bo-detail/112082,"['250908 - Electric Personal Assistive Mobility Device (EPAMD)', '253668 - Recycled Mobility, Speech Impaired and Restraint Items', '253672 - Specialized Mobility Items: Gridlock or other Devices for Wheelchair Mobility in Sand, Tricycles, etc. (For Wheelchairs See 470-80)', '253675 - Vision Impaired Mobility Devices and Equipment', '254396 - Transportation Systems, Intelligent (An automated information system which provides traffic management, communications, and analysis of data as a minimum)', '257695 - Transportation Consulting', '257838 - Traffic and Transportation Engineering', '258026 - Intelligent Transportation Systems Equipment Maintenance and Repair', '258120 - Passenger Transportation Services, Railroad', '258496 - Transportation Services For the Elderly, Handicapped, Incapacitated, Prisoners, Juries, Students. Etc.', '258654 - Chartering Services for Aircraft, Boats, Buses, and other Transportation', '258667 - Crating and Packing Services for Transportation (Including Material Handling Services)', '258723 - Transportation Services (Not Otherwise Classified)', '258750 - Bus and Taxi Services, Limousines and Vans (Including Operations, Management, and Terminal Services)', '258819 - Transportation of Goods and Other Freight Services', '259376 - Travel-In, Public Transportation, Other', '259377 - Travel-In, University/Agency Transportation Fleet Operations', '259389 - Travel-Out, Public Transportation', '259390 - Travel-Out, Public Transportation, Auto Rental', '259391 - Travel-Out, Public Transportation, Other', '259392 - Travel-Out, University/Agency Transportation Fleet Operations']"
111719,2023-11-14 23:27:30.157,Enterprise Resource Planning (ERP) Software and Implementation Services,RFP 0004-24,2024-01-09 14:00:00.000,3,1,4,4,False,31333,Bidding,Electronic,1,,Lee,https://pbsystem.planetbids.com/portal/31333/bo/bo-detail/111719,"['251806 - Data/File Security Hardware/Software, to Include Encryption', '251815 - Integrated Hardware-Software I.T. Solution (Microcomputer)', '251855 - Data/File Security Hardware/Software, to Include Encryption, Environmentally Certified Products', '251864 - Integrated Hardware-Software I.T. Solution (Microcomputer), Environmentally Certified Products', '251914 - Integrated Hardware-Software I.T. Solution (Mini/Mainframe Computer)', '251966 - Application Software, Microcomputer', '251970 - Biometric Authentication System Software for Microcomputers', '251971 - Business Software, Misc.: Agenda, Labels, Mail List, Planning, Scheduling, etc.', '251972 - Business Intelligence Software', '251973 - Communications: Networking, Linking, etc. (Includes Clustering Software)', '251974 - Computer Aided Design and Vectorization Software', '251975 - Course Evaluation Software', '251976 - Customer Relationship Management Software (CRM)', '251977 - Data Processing Software, Microcomputer', '251978 - Database Software', '251982 - EDI (Electronic Data Interchange) Translator Software, Microcomputer', '251985 - Expert System Software', '251986 - E-Commerce Software (Microcomputer)', '251989 - Human Resources Software', '251990 - Integrated Software', '251991 - Internet and Web Site Software for Microcomputers', '251993 - Logistics and Supply Chain Software', '251998 - OCR and Scanner Software', '252000 - Personnel Software', '252004 - Programming: Basic, Assembler, Computer Assisted Software Engineering Tools (CASE), Libraries, etc.', '252007 - Purchasing Software', '252008 - Purchasing and Accounting Codes for use with PC Software', '252012 - Software, Microcomputer (Not Otherwise Classified)', '252013 - Software For Computer Software Training', '252016 - Spread Sheet Software', '252020 - Software, Monitoring', '252025 - Application Software, Mainframe Computer (Incl. Cobol)', '252026 - Application Software, Minicomputer', '252029 - Biometric Authentication System Software for Mini/Mainframe Computers', '252032 - Data Processing Software, Mini/Mainframe Computer', '252033 - Database Software', '252036 - E-Commerce Software (Mini/Mainframe Computer)', '252037 - EDI (Electronic Data Interchange) Translator Software, Mini/Mainframe Computer', '252040 - Expert System Software', '252045 - Human Resources Software', '252046 - Internet and Web Site Software for Main Frame Computers', '252049 - Logistics and Supply Chain Software', '252051 - OCR and Scanner Software', '252052 - Personnel Software', '252058 - Purchasing Software', '252062 - Scientific, Statistical, Engineering, Mathematical, and Mapping Software (Including Photogrammetry)', '252064 - Spread Sheet Software', '252066 - Software, Mini/Mainframe Computer (Not Otherwise Classified)', '257585 - Lease Purchase, Computer Software', '257593 - M&R, Computer Software, CIS', '257642 - Computer Software Consulting', '257670 - IT Consulting', '257699 - Applications Software (For Main Frame Systems)', '257700 - Application, Infrastructure, Hosting and Cloud Computing Services', '257701 - Applications Software for Microcomputer Systems: Business, Mathematical/Statistical, Medical, Scientific, etc.', '257702 - Advanced Authentication System Software Services (Including Maintenance and Repair)', '257703 - Applications Software (For Minicomputer Systems)', '257704 - Assessment and Profiling Services of Software', '257716 - E-Commerce Software Development Services', '257732 - Risk Management for Software Development', '257733 - Software Maintenance/Support', '257734 - Software Updating Services', '257737 - Systems/Executive Software, Main Frame', '257740 - Systems/Executive Software, Microcomputer', '257741 - Systems/Executive Software, Minicomputer', '257745 - Technical Writing and Documentation, IT Services', '257746 - Testing of Systems Infrastructure, Components or Software, IT Services', '257750 - Training, Computer Based (Software Supported)', '258791 - Professional Services (Not Otherwise Classified)', '258932 - Computer Software Manufacturing Services']"
110216,2023-09-28 17:46:51.833,"Furnish, Deliver, and Install Vehicle Garage at Fire Rescue Headquarters",NC23-027R-ITB,2023-12-14 10:00:00.000,3,1,1,1,False,49083,Bidding,Electronic,1,,Nassau,https://pbsystem.planetbids.com/portal/49083/bo/bo-detail/110216,"['306627 - Buildings, Large, Prefabricated (Over 500 Sq.Ft.) ', '306628 - Building (500 Sq.Ft. and Under) ', '306629 - Buildings (1000 Sq Ft and Under)', '306630 - Cabins, Storage Buildings, etc. (Pre-Engineered in Kits, Ready to Assemble and Erect) ', '306642 - Office Buildings, Modular and Portable ', '306648 - Recycled Buildings and Structures ', '310920 - Buildings - Architectural Design ', '310984 - Building Construction, Industrial (Warehouse, etc.) ', '310985 - Building Construction, Non-Residential (Office Bldg., etc.) ', '310987 - Building Construction, Commercial and Institutional', '310988 - Building Construction, Prefabricated (All Types)', '310993 - Building Construction (Not Otherwise Classified)', '311268 - Buildings, Structures and Components Consulting ', '312472 - Prefabricated and Manufactured Buildings or Homes Manufacturing Services', '312535 - Building, Fabricated, Pre-Fabricated or Pre-manufactured, Rental or Lease', '312878 - Real Estate (Incl. Buildings, Houses, Land, etc), Sale of Surplus and Obsolete Items, Sale of Surplus and Obsolete Items']"
111757,2023-11-17 02:19:43.773,Driveway Repair and Drainage Maintenance Services along Old Dixie Highway,NC23-013R-ITB,2023-12-28 10:00:00.000,3,1,1,1,False,49083,Bidding,Electronic,1,,Nassau,https://pbsystem.planetbids.com/portal/49083/bo/bo-detail/111757,"['310149 - Recycled Bulk Concrete and Other Road Materials (See 745-68 for Recycled Asphalt)', '310730 - Road Building Materials Testers and Accessories ', '310946 - Irrigation; Drainage; Flood Control - Architectural ', '311093 - Construction, General (Backfill Services, Digging, Ditching, Road Grading, Rock Stabilization, etc.)', '311120 - Construction: Airport Roadway, Runway and Taxiway ', '311126 - Construction, Highway and Road', '311132 - Construction, Railroad', '311134 - Construction, Sidewalk and Driveway (Includes Pedestrian and Handicap Ramps) ', '311145 - Maintenance and Repair: Airport Roadway, Runway and Taxiway ', '311151 - Maintenance and Repair, Highway and Road (To include the removal of asphalt, concrete, bitumens, etc)', '311156 - Maintenance and Repair, Sidewalk and Driveway (Including Removal) ', '311164 - Paving/Resurfacing, Highway and Road ', '311421 - Drainage Engineering ', '311448 - Irrigation; Drainage; Flood Control/Engineering ', '311549 - Road Services, Vehicle (Includes Mobile Repair Services) ', '311589 - Painting Services, Road and Heavy Industrial Equipment ', '311590 - Road and Highway Equipment (Not Otherwise Classified) Maintenance and Repair ', '312163 - Concrete Resurfacing Services (Swimming Pools, Driveways, Patios, etc.)', '312724 - Grading (Of Parking Lots, etc. - Not Road Building) ', '312738 - Roadside Maintenance Services (Including Mowing, etc.) ']"
112173,2023-12-01 09:58:21.613,William Burgess Blvd. Extension,NC23-061-ITB,2024-01-17 10:00:00.000,3,1,2,1,False,49083,Bidding,Electronic,1,,Nassau,https://pbsystem.planetbids.com/portal/49083/bo/bo-detail/112173,"['311089 - Clearing and Grubbing Services', '311093 - Construction, General (Backfill Services, Digging, Ditching, Road Grading, Rock Stabilization, etc.)', '311096 - Construction, Irrigation System ', '311100 - Construction, Street Lighting', '311124 - Construction, Curb and Gutter (Includes Maintenance, Repair, and Removal) ', '311133 - Construction, Sewer and Storm Drain ', '311134 - Construction, Sidewalk and Driveway (Includes Pedestrian and Handicap Ramps) ', '311164 - Paving/Resurfacing, Highway and Road ', '311278 - Construction Consulting ', '312502 - Relocation and/or Removal Services for Utility Works ', '312729 - Landscaping (Including Design, Fertilizing, Planting, etc., But Not Grounds Maintenance or Tree Trimming Services) ']"
111760,2023-11-16 23:08:49.850,"On-Call Tree Removal and Trimming, Stump Grinding, and Other Related Services",NC23-046R-ITB,2024-01-17 10:00:00.000,3,1,1,1,False,49083,Bidding,Electronic,1,Not Found,,https://pbsystem.planetbids.com/portal/49083/bo/bo-detail/111760,[]
111500,2023-11-07 12:45:22.337,On-Call Plan Check Services,PR-RFP-035,2023-12-12 15:00:00.000,3,3,4,4,False,41481,Bidding,Electronic and Paper,1,,Los Angeles,https://pbsystem.planetbids.com/portal/41481/bo/bo-detail/111500,"['237187 - Engineering Services', '237191 - Surveying and Mapping (except Geophysical) Services', '237196 - Other Specialized Design Services', '237206 - Environmental Consulting Services']"
112227,2023-12-04 11:12:08.100,Development Impact Fee Study,PR-CED-004,2024-01-11 12:00:00.000,3,1,4,4,False,41481,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/41481/bo/bo-detail/112227,"['237187 - Engineering Services', '237201 - Administrative Management and General Management Consulting Services', '237205 - Other Management Consulting Services', '237419 - Public Finance Activities', '237437 - Administration of Urban Planning and Community and Rural Development', '237558 - Land Subdivision']"
112157,2023-11-30 15:33:06.160,West End Pump Station VFD Replacement CIP No. SD2401,,2023-12-21 08:30:00.000,3,2,2,1,False,39491,Bidding,Paper,1,,Orange,https://pbsystem.planetbids.com/portal/39491/bo/bo-detail/112157,"['205247 - Other Heavy and Civil Engineering Construction', '205256 - Electrical Contractors and Other Wiring Installation Contractors', '206003 - Engineering Services']"
112160,2023-11-30 15:52:20.970,Pedestrian Improvements (Central Way at 1st Street) CIP No. O-ST-4,,2023-12-21 09:00:00.000,3,2,2,1,False,39491,Bidding,Paper,1,,Orange,https://pbsystem.planetbids.com/portal/39491/bo/bo-detail/112160,"['205246 - Highway, Street, and Bridge Construction', '205247 - Other Heavy and Civil Engineering Construction', '205248 - Poured Concrete Foundation and Structure Contractors', '206003 - Engineering Services']"
111818,2023-11-16 15:08:37.683,Incline Beach House Design-Build,3973LI1302,2023-12-19 14:00:00.000,3,1,2,1,False,30437,Bidding,Electronic,1,,Washoe,https://pbsystem.planetbids.com/portal/30437/bo/bo-detail/111818,"['74891 - Other Heavy and Civil Engineering Construction', '74899 - Other Foundation, Structure, and Building Exterior Contractors', '74910 - All Other Specialty Trade Contractors', '80655 - Architectural Services']"
111827,2023-11-16 16:56:28.307,"Traffic Signal, Flashing Beacon and Fiber-Optic Communications Maintenance Services - Fiscal Years 2023-2024 through 2027-2028",Request for Proposals No. 23-006,2023-12-08 16:31:00.000,3,2,4,4,False,24661,Bidding,Paper,1,,Los Angeles,https://pbsystem.planetbids.com/portal/24661/bo/bo-detail/111827,['50988 - Electrical Contractors and Other Wiring Installation Contractors']
111864,2023-11-17 14:41:01.553,RFP Downey Orbit - Recreational Magazine,,2023-12-15 17:00:00.000,3,1,4,4,False,24661,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/24661/bo/bo-detail/111864,['9256 - Graphic Design Services']
112046,2023-11-28 10:13:53.207,Emergency Shelter Cots and Supplies,,2023-12-22 09:57:00.000,3,1,16,8,False,24661,Bidding,Electronic,1,,Los Angeles,https://pbsystem.planetbids.com/portal/24661/bo/bo-detail/112046,"['9384 - Temporary Shelters', '9386 - Emergency and Other Relief Services']"
111524,2023-11-08 18:31:36.137,Eastside I-805 Community Greenbelt,CIP No. 22-09,2023-12-13 17:00:00.000,3,1,2,1,False,24103,Bidding,Electronic,1,"$3,000,000.00",San Diego,https://pbsystem.planetbids.com/portal/24103/bo/bo-detail/111524,"['52086 - Road And Highway Building Materials (Asphaltic) ', '52088 - Road And Highway Asphalt And Concrete Handling And Processing Equipment', '52098 - Signs, Sign Materials, Sign Making Equipment, And Related Supplies ', '52153 - Irrigation; Drainage; Flood Control - Architectural ', '52156 - Lighting (Interior, Exterior) - Architectural Services ', '52253 - Construction, Street (Major And Residential)(Includes Reconstruction) ', '52255 - Paving/Resurfacing, Alley And Parking Lot ', '52256 - Paving/Resurfacing, Street (Major And Residential) ', '52259 - Concrete ', '52423 - Sign Painting Services ', '52498 - Sign Making Services ', '52520 - Public Works And Related Services ', '52533 - Pavement Marking Services (Including Removal Of Markings) ', '52540 - Streetscaping Services ', '52541 - Street Light Maintenance And Repair ', '52543 - Telephone (Utility, Light) Pole Installation, And Relocation Service ', '52546 - Traffic Signal Installation ', '52547 - Traffic Signal Maintenance And Repair ', '52550 - Tree And Shrub Removal Services ', '52572 - Fence Installation, Maintenance And Repair ', '52581 - Landscaping (Including Design, Fertilizing, Planting, Etc., But Not Grounds Maintenance Or Tree Trimming Services) ', '52582 - Lighting Services For Parks, Athletic Fields, Parking Lots, Etc. ']"
111973,2023-11-22 15:12:14.237,Animal Euthanasia and Veterinary Services,6187,2023-12-14 14:00:00.000,3,1,1,1,False,22554,Bidding,Electronic,1,,Hartford,https://pbsystem.planetbids.com/portal/22554/bo/bo-detail/111973,"['46932 - All Other Professional, Scientific, and Technical Services', '46947 - Exterminating and Pest Control Services', '46975 - Environment, Conservation and Wildlife Organizations']"
111917,2023-11-22 13:16:35.543,HUD Lead Contractors and Healthy Homes,6184,2023-12-14 14:00:00.000,3,1,4,4,False,22554,Bidding,Electronic,1,,Hartford,https://pbsystem.planetbids.com/portal/22554/bo/bo-detail/111917,"['46916 - Administrative Management and General Management Consulting Services', '46919 - Other Management Consulting Services', '46920 - Environmental Consulting Services', '46955 - Hazardous Waste Collection', '46981 - Administration of Public Health Programs']"
111968,2023-11-22 04:33:36.407,Bridge No. 03630 - Sidewalk Repairs Asylum Avenue over Park River,6186,2023-12-14 14:00:00.000,3,1,2,1,False,22554,Bidding,Electronic,1,,Hartford,https://pbsystem.planetbids.com/portal/22554/bo/bo-detail/111968,"['9694 - Power and Communication Line and Related Structures Construction', '9695 - Highway, Street, and Bridge Construction', '9697 - Other Heavy and Civil Engineering Construction', '9698 - Poured Concrete Foundation and Structure Contractors', '9699 - Structural Steel and Precast Concrete Contractors', '9701 - Masonry Contractors', '46949 - Landscaping Services']"
